,prec_FileName,prec_AverageValues,prec_MedianValues,prec_MinValues,prec_MaxValues,prec_Variance,prec_StandardDeviation,tmax_AverageValues,tmax_MedianValues,tmax_MinValues,tmax_MaxValues,tmax_Variance,tmax_StandardDeviation,tmin_AverageValues,tmin_MedianValues,tmin_MinValues,tmin_MaxValues,tmin_Variance,tmin_StandardDeviation,WET_Date,WET,WET_Fixed
130,11-1971,6.3109655,6.0191154,2.8870015,10.6513815,3.82323,1.9553082,23.989273,24.95946,15.326745,26.587626,5.4880066,2.3426495,7.764815,7.9786487,3.0424829,9.946962,1.0044839,1.0022395,,,
131,12-1971,7.554212,7.3100343,3.9218836,12.4571705,4.048926,2.0121944,18.85568,19.802639,10.897943,21.04114,4.1548467,2.0383441,3.920268,4.0302973,-0.5966251,6.3204236,0.7855606,0.88631856,,,
132,01-1972,77.82429,77.42598,56.225605,122.80106,156.64426,12.51576,15.70908,16.689247,7.3408647,18.033035,4.16199,2.0400956,3.4012082,3.5976357,-1.9946424,5.748396,1.1207434,1.0586517,,,
133,02-1972,75.25459,73.82675,41.257156,117.756325,316.5119,17.790781,14.043885,15.091139,4.1346865,17.073307,6.471568,2.5439277,2.3051777,2.8788562,-5.0877233,3.8132915,2.3756237,1.5413059,,,
134,03-1972,95.167206,90.15911,33.641018,202.06218,1491.7345,38.62298,22.018833,22.865555,11.947661,25.21943,6.7514133,2.5983481,9.667353,10.378267,1.4181817,11.520345,3.4258094,1.8508942,,,
135,04-1972,51.110455,48.63108,30.063477,94.96209,185.43246,13.617359,26.891531,28.124283,15.657057,30.455894,9.46072,3.0758283,13.135061,13.943405,5.0813565,15.418031,3.94559,1.9863509,,,
136,05-1972,53.81885,48.1727,18.908516,138.35684,611.5571,24.729681,32.842304,34.30775,20.559446,36.89465,12.128148,3.4825492,18.630817,19.638798,9.949566,21.15144,5.121915,2.2631648,,,
137,06-1972,56.724327,53.92925,33.51632,93.22913,146.46371,12.10222,37.206226,38.63064,25.516653,40.79231,10.378615,3.2215858,22.742847,23.675158,14.386122,25.345516,4.8350935,2.1988845,,,
138,07-1972,150.02641,151.70769,63.33809,235.52567,1609.316,40.11628,33.20256,34.312477,24.06813,36.018196,6.33883,2.5177033,22.594841,23.593388,14.528696,25.154182,4.9044347,2.2145958,,,
139,08-1972,173.89035,173.54445,111.94253,227.69579,774.8633,27.836367,31.357899,32.43216,23.01393,34.15267,5.7209296,2.3918464,21.986156,22.93874,14.596466,24.309902,4.230613,2.0568454,,,
140,09-1972,100.076164,100.19014,64.88332,143.61487,213.92445,14.626157,30.866426,31.94595,21.620481,33.914505,6.5364776,2.5566535,18.51108,19.394667,11.032733,21.059458,4.169495,2.0419343,,,
141,10-1972,28.652546,25.835531,12.094079,68.91264,124.2649,11.147417,28.200895,29.284868,18.759764,31.084648,6.692732,2.5870314,12.240803,12.778799,6.250533,14.184371,2.1116152,1.4531398,,,
142,11-1972,14.191592,14.012602,9.512067,19.972023,5.7043395,2.388376,24.043785,25.047625,15.530738,26.576166,5.246294,2.290479,7.874051,8.0730505,3.11783,10.018837,1.023161,1.0115142,,,
143,12-1972,58.651802,58.190636,42.39019,79.05226,64.73655,8.045902,17.295265,18.157799,9.318254,19.55364,4.1778593,2.0439813,3.5469348,3.657855,-1.0464513,6.143861,0.86039656,0.92757565,,,
144,01-1973,95.81648,95.270096,41.757244,190.92567,820.9613,28.652422,14.7349825,15.708594,6.0818367,17.23564,4.6512804,2.1566827,2.0921457,2.436007,-3.6904757,3.9916248,1.2862614,1.1341347,,,
145,02-1973,86.36102,84.68467,41.97719,150.33853,687.7723,26.225412,18.330032,19.382652,8.5970125,21.139107,6.099938,2.4698052,5.60313,6.2368875,-1.9585567,7.2545,2.5414648,1.5941973,,,
146,03-1973,117.29099,108.59719,38.322784,261.7074,2952.4126,54.33611,21.238209,22.140501,11.047315,24.542868,6.841164,2.615562,9.012249,9.787133,0.6263414,10.969477,3.5305316,1.8789709,,,
147,04-1973,55.252445,51.353104,17.92065,134.98409,628.04144,25.060755,28.823164,30.001274,17.42355,32.47239,9.8789215,3.1430752,15.18815,16.021019,6.972502,17.467163,4.1590977,2.0393865,,,
148,05-1973,50.64212,47.59214,34.542362,93.39097,101.2941,10.064497,34.24637,35.781242,21.83028,38.1976,12.39097,3.520081,19.527798,20.562284,10.595399,22.065676,5.5115485,2.3476686,,,
149,06-1973,20.272903,20.147762,12.16997,31.985775,14.6911745,3.8329067,38.741123,40.180832,27.300333,42.138138,9.888764,3.1446407,24.040068,24.991755,15.807128,26.676247,4.6866255,2.1648614,,,
150,07-1973,247.87375,250.92407,158.32509,320.80356,1073.7954,32.768818,33.32051,34.35179,24.62629,36.000507,5.7756066,2.4032493,23.029491,24.01091,15.32453,25.437515,4.474891,2.1153939,,,
151,08-1973,243.48967,250.74371,166.3251,309.74393,1287.2515,35.87829,31.634703,32.581738,23.709763,34.30716,5.1660523,2.272895,21.936052,22.87567,14.596813,24.318235,4.241143,2.0594037,,,
152,09-1973,112.17082,112.11635,76.33887,164.22285,258.67737,16.08345,32.557087,33.636963,23.30833,35.558647,6.588584,2.5668237,20.304794,21.206854,12.812074,22.811888,4.227491,2.0560863,,,
153,10-1973,16.161852,14.587592,4.3868933,42.103893,65.19589,8.074397,28.955341,30.052639,19.439104,31.965378,6.947278,2.635769,12.927712,13.44808,6.90036,15.0026,2.2027488,1.484166,,,
154,11-1973,2.287102,2.1765327,0.7718189,4.6618996,0.9305072,0.964628,24.186317,25.196625,15.568411,26.696999,5.32177,2.3068962,6.9039125,7.123443,2.1591494,8.901129,0.99053705,0.99525726,,,
155,12-1973,24.545494,24.059313,16.567717,36.865288,15.778263,3.972186,17.316376,18.250568,9.468776,19.51041,3.9757583,1.9939303,1.9616569,2.124001,-2.6334305,4.2230277,0.7990698,0.89390707,,,
156,01-1974,55.89244,56.164593,26.932034,111.728165,231.23604,15.206448,15.104947,16.06625,6.386698,17.535639,4.7163258,2.1717103,2.90659,3.255842,-2.9196422,4.809854,1.3114094,1.1451678,,,
157,02-1974,76.48758,75.96505,41.991367,125.12803,365.9975,19.131062,14.870066,15.878639,4.8273945,17.883205,6.711033,2.5905662,3.3024695,3.889861,-4.2448416,4.8493614,2.4860127,1.5767095,,,
158,03-1974,30.338972,28.192474,12.035023,67.67126,154.47075,12.428626,24.112825,25.079706,13.963808,27.418736,6.750974,2.5982637,11.478152,12.167946,3.2303348,13.475379,3.4003003,1.8439903,,,
159,04-1974,37.5909,36.020416,20.37221,70.0331,120.94684,10.997583,29.67976,30.917439,18.457058,33.239403,9.404582,3.066689,15.7231865,16.579731,7.643683,18.11803,4.030056,2.0075,,,
160,05-1974,32.344093,29.274883,15.761459,72.51656,136.66241,11.69027,33.663105,35.206306,21.334274,37.560104,12.22055,3.4957902,18.866756,19.899323,10.116406,21.364807,5.2352295,2.2880623,,,
161,06-1974,85.42743,81.48127,38.74717,173.7666,736.02014,27.129692,36.1397,37.60888,24.59148,39.67095,10.075408,3.1741784,21.678125,22.604742,13.507129,24.248816,4.5577016,2.1348774,,,
162,07-1974,160.1456,162.48293,99.587,219.86118,667.4122,25.834322,33.284504,34.36225,24.372124,35.9991,5.972846,2.4439406,23.03432,24.02427,15.070363,25.537516,4.772062,2.184505,,,
163,08-1974,155.2986,156.50885,84.21386,205.66118,776.0616,27.857882,32.39123,33.442657,24.022436,35.24278,5.6892924,2.3852239,22.694492,23.645676,15.163306,25.175877,4.3563557,2.0871885,,,
164,09-1974,70.60689,71.736206,39.10011,113.917046,202.52855,14.231253,31.560003,32.60141,22.095829,34.71125,6.902307,2.6272242,19.344969,20.222202,11.853393,21.863625,4.16401,2.0405905,,,
165,10-1974,5.3982325,4.812501,2.1263618,13.291374,5.09264,2.2566879,28.163847,29.233086,18.635458,31.236212,6.9790673,2.6417925,12.20785,12.72201,6.1797,14.281767,2.1860516,1.4785302,,,
166,11-1974,1.9417937,1.7003624,0.5198246,4.608651,1.2080989,1.0991355,22.646423,23.639908,14.092717,25.238146,5.268205,2.295257,6.385509,6.5599756,1.6959549,8.549566,0.9935284,0.99675894,,,
167,12-1974,48.421368,48.44126,28.26456,82.470726,105.95232,10.293314,15.342347,16.235167,6.8932548,17.858847,4.85035,2.202351,1.7457889,1.920258,-3.0629444,3.82459,0.8581579,0.9263681,,,
168,01-1975,37.930023,37.70989,20.466084,72.19898,91.116486,9.545496,14.692414,15.680343,5.7155175,17.259077,5.0637627,2.2502806,1.367389,1.7332221,-4.8659964,2.712677,1.5703961,1.2531544,,,
169,02-1975,75.29609,73.997406,44.05325,121.43861,285.82056,16.906229,15.063294,16.109982,5.1383324,18.089975,6.488273,2.5472088,2.7108026,3.3045855,-4.737897,4.244604,2.3964632,1.5480514,,,
170,03-1975,82.82554,79.37703,48.539528,150.10489,454.73343,21.32448,20.600048,21.53255,10.760161,23.72377,6.1730103,2.4845543,7.9132557,8.672332,-0.35265154,9.976248,3.4492393,1.8572128,,,
171,04-1975,53.00393,50.425842,29.75996,98.03876,225.89355,15.029756,26.773369,27.987896,15.52789,30.48161,9.608139,3.0996997,13.98079,14.868021,6.1063566,16.167162,3.7581463,1.9385939,,,
172,05-1975,69.329285,62.683,30.146313,161.02287,747.6234,27.342703,33.306923,34.80739,20.83028,37.339268,12.612026,3.5513415,18.806131,19.838339,9.87474,21.464808,5.565255,2.3590794,,,
173,06-1975,55.30969,55.89726,33.764183,78.57985,54.065372,7.352916,36.035397,37.46823,24.5295,39.50741,10.02492,3.1662154,21.779444,22.684834,13.624143,24.347946,4.5195427,2.1259217,,,
174,07-1975,245.05798,250.1981,140.72331,343.4058,1979.665,44.493427,32.19829,33.21148,23.534798,34.892178,5.6845827,2.3842363,21.592379,22.570904,13.720537,24.116682,4.685839,2.16468,,,
175,08-1975,402.65118,404.57187,236.0136,523.28467,4495.495,67.048454,31.689947,32.693947,23.768095,34.324547,5.023202,2.24125,22.352652,23.335724,14.867298,24.857473,4.4206333,2.1025302,,,
176,09-1975,99.20103,101.13,75.44914,135.1445,99.782425,9.989116,31.003925,32.070793,21.808329,34.014503,6.4432855,2.5383627,19.41049,20.297798,11.991414,21.887756,4.131057,2.0325,,,
177,10-1975,7.842139,7.2587023,2.5088658,19.209623,13.289807,3.6455188,29.817808,30.901146,20.256117,32.926315,7.020889,2.6496959,13.897365,14.415683,7.9420266,15.905204,2.1101143,1.4526232,,,
178,11-1975,5.3682737,4.968338,1.3397696,11.203728,6.979607,2.6418946,21.68653,22.668835,12.893585,24.426167,5.6889687,2.385156,5.922975,6.109859,1.2716492,8.128733,0.95943105,0.97950554,,,
179,12-1975,13.62052,13.587021,8.032949,20.636192,10.417176,3.227565,17.716724,18.589798,9.422769,20.168745,4.622351,2.1499653,3.4568655,3.6150775,-1.300618,5.603757,0.8451709,0.9193318,,,
180,01-1976,71.33859,70.823654,38.91101,132.65492,301.95398,17.376823,16.320572,17.283617,7.5073576,18.956472,4.8706746,2.2069604,3.215514,3.5621133,-2.790823,4.842146,1.4061275,1.1858025,,,
181,02-1976,120.337555,118.503296,63.750523,197.61522,938.19763,30.630013,16.24694,17.269117,6.242846,19.350044,6.6125197,2.571482,4.7514625,5.350363,-2.737897,6.325792,2.440674,1.5622656,,,
182,03-1976,71.363945,68.578674,41.881195,123.28373,323.9155,17.997652,20.172514,21.020042,10.076828,23.468735,6.7159824,2.5915213,8.215582,8.851791,0.06436223,10.087304,3.291103,1.8141397,,,
183,04-1976,46.34625,43.73034,30.877493,81.73489,107.04485,10.346249,26.988686,28.199001,15.757057,30.61857,9.510469,3.083905,13.579436,14.41401,5.543683,15.894768,3.9600136,1.9899783,,,
184,05-1976,21.237839,19.497482,14.920611,39.536022,19.590845,4.4261546,33.827477,35.276634,21.54278,37.745342,12.112705,3.4803312,18.983042,20.046776,10.128559,21.568974,5.4197345,2.3280323,,,
185,06-1976,48.843895,48.69722,31.281374,71.7365,48.813187,6.9866433,35.725636,37.171356,24.170818,39.266785,10.145763,3.1852415,21.631563,22.577385,13.415635,24.244648,4.634112,2.1526988,,,
186,07-1976,123.25577,126.515434,76.42364,153.21133,221.29597,14.87602,33.840233,34.87121,25.134798,36.561447,5.7971897,2.4077353,23.446611,24.434208,15.612029,25.936647,4.6745253,2.162065,,,
187,08-1976,559.21295,571.35693,355.6171,721.46014,7383.005,85.924416,30.532032,31.469988,22.701256,33.148823,5.0450497,2.2461188,20.95706,21.893888,13.588306,23.397404,4.3201885,2.0785062,,,
188,09-1976,125.0014,127.960915,90.899185,171.1742,174.93347,13.226242,31.245522,32.325985,21.941143,34.314503,6.6319227,2.575252,19.077051,19.96143,11.6695385,21.587755,4.078132,2.0194385,,,
189,10-1976,26.847794,24.118841,12.063662,66.14446,114.320564,10.69208,28.882427,29.970875,19.272783,32.027878,7.1318464,2.6705518,14.290003,14.801536,8.34602,16.299995,2.1513534,1.4667492,,,
190,11-1976,2.4135525,2.1872551,0.67775893,5.3239145,1.5086304,1.2282631,22.531631,23.42506,13.765286,25.391869,5.7331476,2.3943992,7.303426,7.5002694,2.6388369,9.526129,0.9668877,0.9833045,,,
191,12-1976,9.4162,9.243853,4.286255,16.512661,6.943144,2.6349845,17.379467,18.250206,9.355928,19.586973,4.2038307,2.0503244,3.35565,3.4734097,-1.2966251,5.8672986,0.8602508,0.927497,,,
192,01-1977,119.1784,116.63818,81.63013,188.47884,343.69687,18.539062,14.29842,15.257491,5.5280175,16.9122,4.838991,2.1997707,2.4987082,2.8102999,-3.2779756,4.5582914,1.285929,1.133988,,,
193,02-1977,14.576546,13.951372,7.2283893,24.13135,16.047321,4.005911,17.396837,18.443096,7.497013,20.320704,6.468698,2.5433636,4.0426083,4.6107783,-3.42939,5.6237707,2.4567885,1.5674146,,,
194,03-1977,13.149511,12.285664,5.877766,27.007341,25.7127,5.0707693,24.97081,25.906387,15.052002,28.142,6.375212,2.5249183,11.459992,12.161962,3.326689,13.474511,3.2770245,1.8102554,,,
195,04-1977,74.48529,70.10601,51.261765,134.29497,246.22243,15.691476,28.339828,29.566284,17.21973,31.859734,9.252354,3.041768,14.562699,15.43625,6.74403,16.68626,3.6577156,1.9125155,,,
196,05-1977,31.846565,30.480427,20.580729,59.547012,54.20672,7.362521,32.15255,33.61622,19.934273,36.037975,11.984217,3.4618227,17.88186,18.965328,9.087239,20.413939,5.347329,2.3124292,,,
197,06-1977,49.563847,50.323128,30.435173,63.675655,41.751133,6.4615116,36.835323,38.276,25.441652,40.211056,9.685426,3.1121416,22.49007,23.443604,14.315635,25.06878,4.5332527,2.1291437,,,
198,07-1977,284.19083,291.3254,175.53238,380.62958,2165.8518,46.53871,33.387768,34.396538,24.67247,36.061447,5.740799,2.3959963,23.206474,24.196007,15.329043,25.71668,4.6815066,2.163679,,,
199,08-1977,125.2216,127.57073,81.05158,152.45248,279.00638,16.703484,31.956856,32.93435,23.897263,34.73618,5.3030353,2.3028321,22.31359,23.272812,14.775806,24.949139,4.552462,2.13365,,,
200,09-1977,73.813446,73.8223,48.69926,109.577034,124.67083,11.165609,31.44785,32.5808,22.262148,34.434467,6.4965696,2.548837,19.373232,20.24857,12.003567,21.863625,4.0600853,2.0149653,,,
201,10-1977,29.148928,25.7376,11.691312,75.95032,158.16444,12.5763445,29.641975,30.72651,19.993444,33.031525,7.3263288,2.7067192,15.257815,15.735388,9.175186,17.461975,2.3485794,1.5325075,,,
202,11-1977,14.282129,13.810127,6.048877,24.311337,22.96378,4.7920537,24.12854,25.063404,15.197751,26.930334,5.9237795,2.4338815,9.698843,9.921196,4.783802,12.03863,1.189812,1.090785,,,
203,12-1977,30.960318,30.814999,13.395908,59.364193,87.59525,9.359234,17.926237,18.782862,9.401762,20.63541,5.018808,2.2402697,4.3463793,4.5420933,-0.6131182,6.507923,0.9602099,0.979903,,,
204,01-1978,44.139603,43.81528,34.1828,66.39275,31.2848,5.5932817,14.617795,15.550189,5.545031,17.353867,5.3763323,2.318692,1.6603403,2.042066,-4.361656,3.3114166,1.4293791,1.1955664,,,
205,02-1978,40.527058,39.513588,25.066994,59.898167,54.119286,7.356581,17.07267,18.147831,7.0136795,20.17001,6.6915216,2.5867975,4.7976775,5.3726044,-2.7710567,6.4086246,2.5301766,1.590653,,,
206,03-1978,155.00699,148.34244,107.78328,249.89568,867.8423,29.459164,20.02668,20.971445,9.930647,23.394604,6.6897326,2.5864518,7.902041,8.648817,-0.27331132,9.892915,3.3229709,1.8229017,,,
207,04-1978,37.728973,35.604683,24.29577,67.70704,77.93254,8.827941,28.262745,29.481388,17.027891,31.971714,9.554983,3.0911136,14.312595,15.13575,6.33153,16.6939,3.8945348,1.9734576,,,
208,05-1978,24.49812,21.241486,5.6050744,70.438,198.02852,14.072261,36.340572,37.86017,23.938787,40.305935,12.369184,3.516985,21.282244,22.280167,12.324566,23.844841,5.5374627,2.3531814,,,
209,06-1978,43.128517,42.67562,26.718718,74.437546,69.02961,8.308406,38.358032,39.799694,26.816998,41.880848,10.03251,3.1674137,24.003716,24.961136,15.736295,26.645517,4.707238,2.1696172,,,
210,07-1978,429.55835,438.02,207.34122,619.6217,8193.19,90.51624,32.06114,33.042583,23.59834,34.64478,5.3607397,2.3153272,22.162447,23.11412,14.525744,24.536648,4.3829975,2.093561,,,
211,08-1978,202.54836,207.6659,135.40369,242.33818,628.5698,25.071295,31.950293,32.913967,23.909761,34.735313,5.380696,2.3196328,22.628868,23.553478,15.296813,25.07414,4.232256,2.0572448,,,
212,09-1978,72.36737,73.2206,56.4451,100.920204,38.788578,6.228048,31.918196,33.028793,22.76215,34.8553,6.4114943,2.5320928,19.48622,20.385769,11.970407,22.062756,4.271645,2.0667958,,,
213,10-1978,8.116672,7.6586857,3.5608256,17.564913,9.2242155,3.0371394,29.396763,30.470398,19.876778,32.508087,6.9485254,2.6360056,13.92726,14.431114,7.91286,16.005205,2.1814938,1.4769881,,,
214,11-1978,37.76161,35.59317,10.803487,76.99764,296.56738,17.221132,22.375587,23.259178,13.785078,25.048563,5.4498634,2.3344944,7.6036696,7.816605,2.7926564,9.988629,1.1297808,1.0629115,,,
215,12-1978,4.278331,4.1654515,2.2776918,7.986496,1.4757392,1.2148001,18.517624,19.374863,10.364435,21.025515,4.4352016,2.1059918,4.1464143,4.3165746,-0.6799584,6.378757,0.9069677,0.95234853,,,
216,01-1979,70.11829,70.26962,51.190052,92.67284,43.06518,6.5624065,16.375643,17.363235,7.7490244,18.866367,4.525178,2.1272466,3.3391595,3.6530638,-2.5491562,5.2900624,1.3448964,1.1596967,,,
217,02-1979,96.80402,93.5275,69.43304,129.83379,188.08847,13.714535,17.479614,18.525517,7.788506,20.368448,5.9794445,2.4452903,5.1116014,5.717083,-2.42939,6.7886596,2.52954,1.5904528,,,
218,03-1979,92.6657,88.54707,58.039726,158.92368,460.32007,21.45507,20.48984,21.418625,10.784814,23.673077,5.946781,2.4386022,8.0935335,8.798822,0.06835538,10.052115,3.142182,1.7726201,,,
219,04-1979,75.81583,68.04938,20.428154,194.88791,1585.4028,39.817116,29.300386,30.541008,18.040043,32.923275,9.5369425,3.0881941,16.074854,16.936062,8.114516,18.259697,3.818186,1.9540179,,,
220,05-1979,65.17761,59.269417,35.75228,141.49854,459.60184,21.438326,30.830742,32.354675,18.48896,34.847603,12.333072,3.5118473,17.069014,18.137882,8.275086,19.509773,5.3337293,2.3094869,,,
221,06-1979,53.29168,52.382065,29.210592,95.513275,170.56503,13.060055,37.31185,38.743935,25.73766,40.80168,10.0546665,3.1709094,22.67441,23.593422,14.365461,25.347946,4.761493,2.1820846,,,
222,07-1979,106.43123,109.55565,67.19947,130.69937,183.74098,13.555109,34.328182,35.387283,25.492783,36.998947,5.8918147,2.4273062,23.56262,24.56361,15.5493555,26.136648,4.893506,2.212127,,,
223,08-1979,278.79645,280.03497,149.04652,391.16968,3300.407,57.44917,31.433453,32.496582,23.243095,34.207012,5.3649015,2.3162258,22.475117,23.42348,15.129625,24.800007,4.1503935,2.0372515,,,
224,09-1979,94.045876,95.80152,71.926315,129.10077,75.66979,8.698838,30.87254,31.94595,21.649649,33.914505,6.4995337,2.5494182,18.762852,19.654102,11.303567,21.287756,4.1635747,2.040484,,,
225,10-1979,6.695713,6.689919,4.066364,10.759622,1.3371842,1.1563668,29.998884,31.073498,20.751604,32.92163,6.433819,2.5364974,13.794482,14.296461,7.904353,15.8536415,2.0626996,1.4362102,,,
226,11-1979,27.314404,26.341656,16.12262,41.726765,32.549957,5.705257,23.853264,24.826647,15.155911,26.469397,5.5162196,2.3486633,7.5213428,7.738265,2.8093228,9.631337,0.98052615,0.9902152,,,
227,12-1979,23.068586,22.917677,14.188233,37.32952,21.076323,4.5908957,18.126793,18.99039,10.118255,20.39739,4.166174,2.0411208,4.039122,4.202886,-0.609125,6.3667774,0.8246402,0.908097,,,
228,01-1980,58.4405,57.69425,46.08006,83.538155,33.87942,5.8206034,14.925747,15.89458,6.403191,17.32314,4.599887,2.1447346,2.5863125,2.8910527,-2.9654756,4.784854,1.2265935,1.1075168,,,
229,02-1980,109.6257,108.00333,48.25011,191.65189,1116.9374,33.420612,16.85899,17.859648,7.10552,19.853344,6.228431,2.4956825,5.3608723,5.916412,-1.9667163,7.0054793,2.3332272,1.5274905,,,
230,03-1980,85.10689,81.99593,55.537315,137.9276,318.2349,17.83914,20.618277,21.477375,10.780822,23.783838,6.1805935,2.48608,8.409924,9.075736,0.3181817,10.272949,3.2006454,1.7890347,,,
231,04-1980,30.51416,28.663105,16.053953,63.61362,98.07372,9.903218,29.680592,30.903807,18.386223,33.31857,9.608711,3.0997922,15.818186,16.641386,7.7728496,18.11803,3.925183,1.9812075,,,
232,05-1980,40.753944,36.583794,16.160421,99.05842,315.1383,17.752134,34.58977,36.062008,22.192606,38.545345,12.359186,3.5155635,19.833424,20.863232,10.974739,22.368105,5.3823113,2.3199809,,,
233,06-1980,100.632835,100.68132,56.606617,174.6321,513.2932,22.655975,37.56185,39.030266,26.079327,41.070953,9.925324,3.1504483,22.998995,23.938612,14.815635,25.624683,4.5788293,2.1398199,,,
234,07-1980,248.01878,253.30995,147.21858,347.0674,2158.288,46.45738,33.469296,34.493034,24.755457,36.161446,5.7511597,2.3981576,23.153418,24.14044,15.299876,25.639946,4.690707,2.1658041,,,
235,08-1980,147.10939,151.86731,85.57567,177.97081,374.67764,19.356592,31.633974,32.64736,23.455595,34.439476,5.452516,2.3350623,22.175913,23.143692,14.734487,24.67414,4.341608,2.0836525,,,
236,09-1980,121.846054,124.08085,65.769806,199.81876,576.06036,24.001257,31.176634,32.24913,21.970655,34.143024,6.452635,2.5402038,18.84945,19.735027,11.412073,21.363625,4.129112,2.0320215,,,
237,10-1980,27.18139,25.02438,14.639029,58.28826,68.40621,8.270804,29.216385,30.282969,19.788929,32.29246,6.7491,2.597903,13.842155,14.375466,7.7335196,15.974475,2.2989435,1.5162268,,,
238,11-1980,22.31317,21.602074,12.625046,34.206387,27.2814,5.22316,23.69566,24.661592,15.268412,26.180332,5.099911,2.2582984,7.4582872,7.6408157,2.7719967,9.792796,1.0247315,1.0122902,,,
239,12-1980,22.902006,22.38139,15.721535,32.80413,12.188916,3.491263,18.154848,19.078995,10.018254,20.479681,4.3894615,2.0951042,3.7030463,3.8683944,-1.0678055,5.9422984,0.8734944,0.93460923,,,
240,01-1981,101.77514,101.26077,80.45258,156.10278,124.72799,11.168169,15.655747,16.647789,7.186177,18.107513,4.480761,2.1167808,3.1124237,3.4296699,-2.5156493,5.2082915,1.2491208,1.1176407,,,
241,02-1981,82.25878,80.49194,47.81079,127.01594,315.47583,17.761639,17.691734,18.726227,7.8760056,20.670877,6.2672048,2.5034385,5.581671,6.1758633,-1.8877232,7.147208,2.437114,1.5611259,,,
242,03-1981,163.62656,155.05745,79.9771,314.89096,2913.2898,53.9749,21.83852,22.78944,12.205821,25.00884,5.885936,2.4260948,9.215444,9.97983,1.1306818,11.351248,3.2862115,1.8127911,,,
243,04-1981,78.37954,70.60504,17.343613,210.69447,1849.4028,43.004684,28.692608,29.936337,17.42789,32.26963,9.579775,3.0951211,14.942735,15.815012,6.8521895,17.266294,4.029465,2.0073528,,,
244,05-1981,43.407772,39.437798,22.800446,93.731636,213.60559,14.615252,34.41755,35.875137,22.213614,38.27451,11.89657,3.4491405,19.722694,20.786285,11.016406,22.164808,5.1885667,2.2778425,,,
245,06-1981,47.25605,45.102074,13.913037,104.168594,376.08444,19.392897,36.701332,38.135323,25.066826,40.272514,10.212355,3.1956775,22.55729,23.484291,14.265461,25.148815,4.723271,2.1733088,,,
246,07-1981,265.89,272.63983,162.3699,358.3709,1822.0167,42.68509,32.455826,33.509384,23.651464,35.10024,5.7574534,2.3994694,22.842169,23.837906,14.9411955,25.258348,4.6629543,2.1593876,,,
247,08-1981,167.26434,170.03127,100.671844,201.31696,426.59314,20.65413,31.547443,32.57219,23.305769,34.418644,5.5644855,2.3589163,22.111923,23.084698,14.655147,24.578306,4.330142,2.0808992,,,
248,09-1981,32.45515,32.543724,15.929487,56.780254,77.977264,8.830474,31.614239,32.675957,22.278814,34.70396,6.6525655,2.5792568,19.193615,20.072216,11.58256,21.84036,4.3770185,2.0921326,,,
249,10-1981,21.572834,19.743782,11.898964,48.233097,47.4269,6.886719,27.70253,28.783585,18.13511,30.956524,7.101296,2.6648257,12.763545,13.271843,6.7043524,14.907808,2.2585707,1.5028542,,,
250,11-1981,9.342495,9.040004,4.4837856,15.753223,7.349142,2.71093,22.648506,23.618599,14.080912,25.269396,5.409894,2.325918,6.5989466,6.7842917,1.9801564,8.756858,0.9591467,0.97936034,,,
251,12-1981,5.1624436,5.254506,2.402458,7.7678747,2.059359,1.4350467,17.516863,18.451351,9.397595,19.977077,4.413823,2.1009102,3.267768,3.424978,-1.5382917,5.5735483,0.9250761,0.9618088,,,
252,01-1982,52.23947,51.705284,42.57255,75.64579,18.774405,4.332944,16.268698,17.266533,7.598851,18.656473,4.4984946,2.1209655,3.3016596,3.6442313,-2.6616561,5.0978746,1.3612882,1.1667426,,,
253,02-1982,72.82493,71.18167,43.495804,113.52402,252.03265,15.875536,15.012566,15.98625,5.1760054,17.958378,6.3045506,2.5108864,2.7179902,3.2735415,-4.8293896,4.289528,2.5172663,1.5865895,,,
254,03-1982,134.44658,130.04755,95.94645,215.46815,562.4317,23.715643,19.17866,20.075111,9.572661,22.28297,5.874368,2.4237096,7.0903044,7.7836204,-0.9608113,9.052115,3.2320685,1.7977954,,,
255,04-1982,71.18191,67.741455,46.054005,129.34296,263.9514,16.24658,27.57667,28.82095,16.431885,31.121714,9.226319,3.0374856,13.536624,14.3556795,5.7230234,15.793032,3.6144133,1.9011611,,,
256,05-1982,34.982845,33.667847,22.92038,63.590927,50.11064,7.078887,31.751612,33.22979,19.817606,35.418007,11.092005,3.330466,17.111687,18.174307,8.528907,19.568974,4.9716697,2.2297242,,,
257,06-1982,19.834084,19.669476,12.112306,33.68055,18.246479,4.2715898,36.615986,38.082634,25.029152,40.10168,10.094135,3.177127,22.318575,23.25196,14.144802,24.847946,4.4980593,2.120863,,,
258,07-1982,92.68078,92.594635,47.350925,137.18228,393.97034,19.848686,34.188915,35.285324,25.22195,36.875507,6.061586,2.4620287,23.49373,24.508038,15.449355,26.037516,4.8789625,2.2088373,,,
259,08-1982,197.11688,203.45676,113.49591,242.97118,772.1125,27.786913,31.487375,32.54145,23.426428,34.28288,5.2424726,2.2896447,22.251953,23.22113,14.925979,24.65834,4.1645513,2.0407233,,,
260,09-1982,42.49873,42.721237,22.674463,70.26123,91.064316,9.542763,30.858616,31.901411,21.416489,34.072838,6.885308,2.623987,18.942364,19.819206,11.453393,21.463625,4.1417165,2.0351207,,,
